component,attribute,P_attr,P_attr_given_comp,ER
0,layer_low,0.3333333333333333,0.23860677083333334,0.7158203125000001
0,layer_mid,0.3333333333333333,0.19191261574074073,0.5757378472222222
0,layer_high,0.3333333333333333,0.5694806134259259,1.708441840277778
0,pos_0-512,0.13773871527777778,0.09114583333333333,0.6617299511580274
0,pos_512-1024,0.12747395833333333,0.11516203703703703,0.9034161843150608
0,pos_1024-2048,0.23448350694444445,0.240234375,1.024525682554373
0,pos_2048-4096,0.5003038194444445,0.5534577546296297,1.1062433128018276
0,role_question,0.017361111111111112,0.005570023148148148,0.3208333333333333
0,role_evidence,0.19600694444444444,0.20518663194444445,1.046833480956599
0,role_answer_near,0.014670138888888889,0.018518518518518517,1.26232741617357
0,role_title_special,0.03567708333333333,0.046223958333333336,1.2956204379562044
0,role_irrelevant,0.7362847222222222,0.7245008680555556,0.9839955199245461
0,selfmass_base_high,0.5,0.3451244212962963,0.6902488425925926
0,entropy_base_high,0.5,0.5947265625,1.189453125
0,prefix_mass_base_high,0.5,0.6465567129629629,1.2931134259259258
0,far_mass_base_high,0.5,0.6898148148148148,1.3796296296296295
0,topk_mass_base_high,0.49999819155092595,0.40867332175925924,0.8173495997887723
0,base_logit_margin_high,0.5,0.3728298611111111,0.7456597222222222
0,WavMass_high,0.5,0.4533058449074074,0.9066116898148148
0,router_out_entropy_high,0.5,0.4429976851851852,0.8859953703703703
0,top_scale_margin_high,0.5,0.7738353587962963,1.5476707175925926
0,router_in_norm_high,0.5,0.6068793402777778,1.2137586805555556
1,layer_low,0.3333333333333333,0.9906684027777778,2.9720052083333335
1,layer_mid,0.3333333333333333,0.0035083912037037037,0.010525173611111112
1,layer_high,0.3333333333333333,0.005823206018518518,0.017469618055555556
1,pos_0-512,0.13773871527777778,0.1374782986111111,0.9981093429966913
1,pos_512-1024,0.12747395833333333,0.12160011574074074,0.9539212348201113
1,pos_1024-2048,0.23448350694444445,0.22858796296296297,0.9748573191423724
1,pos_2048-4096,0.5003038194444445,0.5123336226851852,1.024044995806946
1,role_question,0.017361111111111112,0.015842013888888888,0.9124999999999999
1,role_evidence,0.19600694444444444,0.2052589699074074,1.0472025391201654
1,role_answer_near,0.014670138888888889,0.017180266203703703,1.171104536489152
1,role_title_special,0.03567708333333333,0.039496527777777776,1.1070559610705597
1,role_irrelevant,0.7362847222222222,0.7222222222222222,0.9809007309596793
1,selfmass_base_high,0.5,0.5556640625,1.111328125
1,entropy_base_high,0.5,0.3920355902777778,0.7840711805555556
1,prefix_mass_base_high,0.5,0.12829137731481483,0.25658275462962965
1,far_mass_base_high,0.5,0.22102864583333334,0.4420572916666667
1,topk_mass_base_high,0.49999819155092595,0.6317635995370371,1.26353176913979
1,base_logit_margin_high,0.5,0.8871527777777778,1.7743055555555556
1,WavMass_high,0.5,0.008029513888888888,0.016059027777777776
1,router_out_entropy_high,0.5,0.008029513888888888,0.016059027777777776
1,top_scale_margin_high,0.5,0.4494357638888889,0.8988715277777778
1,router_in_norm_high,0.5,0.010091145833333334,0.020182291666666668
2,layer_low,0.3333333333333333,0.0018446180555555555,0.005533854166666667
2,layer_mid,0.3333333333333333,0.8257378472222222,2.477213541666667
2,layer_high,0.3333333333333333,0.1724175347222222,0.5172526041666666
2,pos_0-512,0.13773871527777778,0.14659288194444445,1.064282338112494
2,pos_512-1024,0.12747395833333333,0.12409577546296297,0.9734990352967882
2,pos_1024-2048,0.23448350694444445,0.23227719907407407,0.9905907758753663
2,pos_2048-4096,0.5003038194444445,0.49703414351851855,0.9934646192996154
2,role_question,0.017361111111111112,0.021629050925925927,1.2458333333333333
2,role_evidence,0.19600694444444444,0.18992332175925927,0.9689622084440509
2,role_answer_near,0.014670138888888889,0.013961226851851851,0.9516765285996055
2,role_title_special,0.03567708333333333,0.027126736111111112,0.7603406326034063
2,role_irrelevant,0.7362847222222222,0.7473596643518519,1.0150416568419398
2,selfmass_base_high,0.5,0.44155092592592593,0.8831018518518519
2,entropy_base_high,0.5,0.5904947916666666,1.1809895833333333
2,prefix_mass_base_high,0.5,0.6031539351851852,1.2063078703703705
2,far_mass_base_high,0.5,0.5372178819444444,1.0744357638888888
2,topk_mass_base_high,0.49999819155092595,0.40719039351851855,0.8143837325800513
2,base_logit_margin_high,0.5,0.3280164930555556,0.6560329861111112
2,WavMass_high,0.5,0.8250506365740741,1.6501012731481481
2,router_out_entropy_high,0.5,0.8189019097222222,1.6378038194444444
2,top_scale_margin_high,0.5,0.7772352430555556,1.5544704861111112
2,router_in_norm_high,0.5,0.7205222800925926,1.4410445601851851
