component,attribute,P_attr,P_attr_given_comp,ER
0,layer_low,0.3333333333333333,0.44223813657407407,1.3267144097222223
0,layer_mid,0.3333333333333333,0.14586950231481483,0.4376085069444445
0,layer_high,0.3333333333333333,0.4118923611111111,1.2356770833333335
0,pos_0-512,0.13773871527777778,0.11686197916666667,0.8484323302347566
0,pos_512-1024,0.12747395833333333,0.13415075231481483,1.0523777096810805
0,pos_1024-2048,0.23448350694444445,0.24410445601851852,1.0410303871664353
0,pos_2048-4096,0.5003038194444445,0.5048828125,1.0091524247419104
0,role_question,0.017361111111111112,0.009476273148148149,0.5458333333333333
0,role_evidence,0.19600694444444444,0.20439091435185186,1.0427738411573664
0,role_answer_near,0.014670138888888889,0.01971209490740741,1.3436883629191323
0,role_title_special,0.03567708333333333,0.044379340277777776,1.2439172749391727
0,role_irrelevant,0.7362847222222222,0.7220413773148148,0.9806551127878644
0,selfmass_base_high,0.5,0.3804253472222222,0.7608506944444444
0,entropy_base_high,0.5,0.5040147569444444,1.0080295138888888
0,prefix_mass_base_high,0.5,0.6019241898148148,1.2038483796296295
0,far_mass_base_high,0.5,0.5860460069444444,1.1720920138888888
0,topk_mass_base_high,0.49999819155092595,0.5012659143518519,1.0025354547723335
0,base_logit_margin_high,0.5,0.4635054976851852,0.9270109953703703
0,WavMass_high,0.5,0.35951967592592593,0.7190393518518519
0,router_out_entropy_high,0.5,0.35496238425925924,0.7099247685185185
0,top_scale_margin_high,0.5,0.9317129629629629,1.8634259259259258
0,router_in_norm_high,0.5,0.45923755787037035,0.9184751157407407
1,layer_low,0.3333333333333333,0.9839771412037037,2.951931423611111
1,layer_mid,0.3333333333333333,0.0037977430555555555,0.011393229166666668
1,layer_high,0.3333333333333333,0.012225115740740741,0.036675347222222224
1,pos_0-512,0.13773871527777778,0.1376953125,0.9996848904994485
1,pos_512-1024,0.12747395833333333,0.12311921296296297,0.9658381568493928
1,pos_1024-2048,0.23448350694444445,0.23213252314814814,0.9899737775721116
1,pos_2048-4096,0.5003038194444445,0.5070529513888888,1.0134900667996876
1,role_question,0.017361111111111112,0.015227141203703705,0.8770833333333333
1,role_evidence,0.19600694444444444,0.20580150462962962,1.0499704753469146
1,role_answer_near,0.014670138888888889,0.01710792824074074,1.166173570019724
1,role_title_special,0.03567708333333333,0.0380859375,1.0675182481751826
1,role_irrelevant,0.7362847222222222,0.7237774884259259,0.9830130472372869
1,selfmass_base_high,0.5,0.5383029513888888,1.0766059027777777
1,entropy_base_high,0.5,0.38284866898148145,0.7656973379629629
1,prefix_mass_base_high,0.5,0.1320529513888889,0.2641059027777778
1,far_mass_base_high,0.5,0.20999710648148148,0.41999421296296297
1,topk_mass_base_high,0.49999819155092595,0.6474247685185185,1.2948542203928688
1,base_logit_margin_high,0.5,0.8770254629629629,1.7540509259259258
1,WavMass_high,0.5,0.009548611111111112,0.019097222222222224
