component,dominant_scale,fine_mass,mid_mass,coarse_mass,entropy,v_s1,v_s2,v_s3,v_s4,v_s5,v_s6,v_s7,v_s8
0,3,0.23710999142112602,0.3688534345915736,0.3940365739872714,1.9588726328965784,2.3662484762545035,5.8173035929475825,7.912193399702014,4.818317321472189,6.390902397511356,2.9034144485479723,1.5990387603106062,2.7063193844138085
1,7,0.2648206391057849,0.032769835738337104,0.7024095251558377,1.854927744517908,4.138260068123117,2.4237745587191344,0.0,0.8120092057666338,3.5400443502523506,4.244416912618685,4.8713471206309595,4.749313973502931
