component,attribute,P_attr,P_attr_given_comp,ER
0,layer_low,0.3333333333333333,0.4547164351851852,1.3641493055555556
0,layer_mid,0.3333333333333333,0.057038483796296294,0.1711154513888889
0,layer_high,0.3333333333333333,0.48824508101851855,1.4647352430555558
0,pos_0-512,0.13773871527777778,0.1003689236111111,0.7286907200252086
0,pos_512-1024,0.12747395833333333,0.12084056712962964,0.9479627738054704
0,pos_1024-2048,0.23448350694444445,0.24757667824074073,1.055838346444547
0,pos_2048-4096,0.5003038194444445,0.5312138310185185,1.0617824817096093
0,role_question,0.017361111111111112,0.007089120370370371,0.4083333333333333
0,role_evidence,0.19600694444444444,0.2009910300925926,1.0254281074697371
0,role_answer_near,0.014670138888888889,0.01873553240740741,1.2771203155818542
0,role_title_special,0.03567708333333333,0.037760416666666664,1.0583941605839415
0,role_irrelevant,0.7362847222222222,0.7354239004629629,0.9988308575021614
0,selfmass_base_high,0.5,0.3956163194444444,0.7912326388888888
0,entropy_base_high,0.5,0.5283564814814815,1.056712962962963
0,prefix_mass_base_high,0.5,0.6103877314814815,1.220775462962963
0,far_mass_base_high,0.5,0.62109375,1.2421875
0,topk_mass_base_high,0.49999819155092595,0.4778645833333333,0.9557326234542225
0,base_logit_margin_high,0.5,0.4837962962962963,0.9675925925925926
0,WavMass_high,0.5,0.3113064236111111,0.6226128472222222
0,router_out_entropy_high,0.5,0.30537471064814814,0.6107494212962963
0,top_scale_margin_high,0.5,0.9890407986111112,1.9780815972222223
0,router_in_norm_high,0.5,0.5190972222222222,1.0381944444444444
1,layer_low,0.3333333333333333,0.7496383101851852,2.248914930555556
1,layer_mid,0.3333333333333333,0.16399016203703703,0.4919704861111111
1,layer_high,0.3333333333333333,0.08637152777777778,0.25911458333333337
1,pos_0-512,0.13773871527777778,0.13548900462962962,0.9836668242214168
1,pos_512-1024,0.12747395833333333,0.1294849537037037,1.0157757348768583
1,pos_1024-2048,0.23448350694444445,0.23954716435185186,1.0215949406139133
1,pos_2048-4096,0.5003038194444445,0.4954788773148148,0.9903559758248749
1,role_question,0.017361111111111112,0.013671875,0.7875
1,role_evidence,0.19600694444444444,0.21480758101851852,1.0959182167109536
1,role_answer_near,0.014670138888888889,0.014793113425925927,1.0083826429980276
1,role_title_special,0.03567708333333333,0.03725405092592592,1.0442011354420113
1,role_irrelevant,0.7362847222222222,0.7194733796296297,0.977167334748094
1,selfmass_base_high,0.5,0.6258680555555556,1.2517361111111112
1,entropy_base_high,0.5,0.4848090277777778,0.9696180555555556
1,prefix_mass_base_high,0.5,0.2216796875,0.443359375
1,far_mass_base_high,0.5,0.3585792824074074,0.7171585648148148
1,topk_mass_base_high,0.49999819155092595,0.5046657986111112,1.0093352478850113
1,base_logit_margin_high,0.5,0.7430555555555556,1.4861111111111112
1,WavMass_high,0.5,0.13697193287037038,0.27394386574074076
1,router_out_entropy_high,0.5,0.1345847800925926,0.2691695601851852
1,top_scale_margin_high,0.5,0.45261863425925924,0.9052372685185185
1,router_in_norm_high,0.5,0.1322699652777778,0.2645399305555556
2,layer_low,0.3333333333333333,0.002640335648148148,0.007921006944444446
2,layer_mid,0.3333333333333333,0.5818504050925926,1.7455512152777777
2,layer_high,0.3333333333333333,0.41550925925925924,1.246527777777778
2,pos_0-512,0.13773871527777778,0.15708188657407407,1.140433800745759
2,pos_512-1024,0.12747395833333333,0.12767650462962962,1.0015889229372374
2,pos_1024-2048,0.23448350694444445,0.22721354166666666,0.9689958352614529
2,pos_2048-4096,0.5003038194444445,0.48802806712962965,0.9754634047598392
2,role_question,0.017361111111111112,0.02806712962962963,1.6166666666666665
2,role_evidence,0.19600694444444444,0.19205729166666666,0.9798494242692648
2,role_answer_near,0.014670138888888889,0.013527199074074073,0.9220907297830374
2,role_title_special,0.03567708333333333,0.02025462962962963,0.5677210056772101
2,role_irrelevant,0.7362847222222222,0.74609375,1.0133223296392362
2,selfmass_base_high,0.5,0.5120804398148148,1.0241608796296295
2,entropy_base_high,0.5,0.5415943287037037,1.0831886574074074
