model_tag,seed,seq_len,layer,n_layers,K,qbin,qbin_lo,qbin_hi,null_usage,scale0_usage,scale1_usage,scale2_usage
medium,42,4096,5,24,3,6,3072,3584,0.20876428484916687,0.4010330140590668,0.5515974164009094,0.37353816628456116
medium,42,4096,5,24,3,7,3584,4096,0.20875416696071625,0.39784950017929077,0.5498907566070557,0.3706260919570923
medium,42,4096,6,24,3,0,0,512,0.5304908752441406,0.3349171578884125,0.3419986367225647,0.2227465808391571
medium,42,4096,6,24,3,1,512,1024,0.5257010459899902,0.3468279540538788,0.35905778408050537,0.23465034365653992
medium,42,4096,6,24,3,2,1024,1536,0.5259499549865723,0.3523455560207367,0.3630545437335968,0.23259292542934418
medium,42,4096,6,24,3,3,1536,2048,0.5102279782295227,0.36497658491134644,0.37511497735977173,0.2369488924741745
medium,42,4096,6,24,3,4,2048,2560,0.5152023434638977,0.3634079694747925,0.3735748529434204,0.2337280809879303
medium,42,4096,6,24,3,5,2560,3072,0.5189456939697266,0.36248889565467834,0.37149935960769653,0.22769662737846375
medium,42,4096,6,24,3,6,3072,3584,0.518701434135437,0.363203227519989,0.37270113825798035,0.22596389055252075
medium,42,4096,6,24,3,7,3584,4096,0.5162973403930664,0.3676520884037018,0.3739880919456482,0.22814904153347015
medium,42,4096,7,24,3,0,0,512,0.5964286923408508,0.2841578423976898,0.1764269471168518,0.19235685467720032
medium,42,4096,7,24,3,1,512,1024,0.6173637509346008,0.27272000908851624,0.15997779369354248,0.1882174164056778
medium,42,4096,7,24,3,2,1024,1536,0.6312978863716125,0.26450005173683167,0.14825241267681122,0.17741672694683075
medium,42,4096,7,24,3,3,1536,2048,0.6355847120285034,0.2621510922908783,0.1413840502500534,0.1727280616760254
medium,42,4096,7,24,3,4,2048,2560,0.6470159888267517,0.2542344033718109,0.13828790187835693,0.1671012043952942
medium,42,4096,7,24,3,5,2560,3072,0.6443071961402893,0.25770843029022217,0.1386692225933075,0.16637495160102844
medium,42,4096,7,24,3,6,3072,3584,0.6397574543952942,0.26048192381858826,0.13732297718524933,0.1701582372188568
medium,42,4096,7,24,3,7,3584,4096,0.6375964283943176,0.26192688941955566,0.13480544090270996,0.1683405339717865
