model_tag,seed,seq_len,layer,n_layers,K,qbin,qbin_lo,qbin_hi,null_usage,scale0_usage,scale1_usage,scale2_usage
medium,43,4096,20,24,3,5,2560,3072,0.14280188083648682,0.5056171417236328,0.34213733673095703,0.3542855381965637
medium,43,4096,20,24,3,6,3072,3584,0.14271703362464905,0.5045590996742249,0.33963799476623535,0.3535780608654022
medium,43,4096,20,24,3,7,3584,4096,0.14293193817138672,0.501396119594574,0.3372678756713867,0.3497360050678253
medium,43,4096,21,24,3,0,0,512,0.1873472034931183,0.5519391894340515,0.35842567682266235,0.3554311692714691
medium,43,4096,21,24,3,1,512,1024,0.1809566617012024,0.5722499489784241,0.383708655834198,0.36480557918548584
medium,43,4096,21,24,3,2,1024,1536,0.17895153164863586,0.5802793502807617,0.3897514343261719,0.3730427026748657
medium,43,4096,21,24,3,3,1536,2048,0.18119476735591888,0.5870871543884277,0.3842912018299103,0.36844685673713684
medium,43,4096,21,24,3,4,2048,2560,0.17878539860248566,0.589939534664154,0.39204540848731995,0.37220799922943115
medium,43,4096,21,24,3,5,2560,3072,0.1802496314048767,0.5927144885063171,0.3910965621471405,0.3702881336212158
medium,43,4096,21,24,3,6,3072,3584,0.1796790510416031,0.5951718688011169,0.3928278088569641,0.370408296585083
medium,43,4096,21,24,3,7,3584,4096,0.17874832451343536,0.5967018008232117,0.3914944529533386,0.37309005856513977
medium,43,4096,22,24,3,0,0,512,0.19196085631847382,0.4769629240036011,0.3101823031902313,0.43852612376213074
medium,43,4096,22,24,3,1,512,1024,0.18000398576259613,0.4848342537879944,0.30135124921798706,0.44033652544021606
medium,43,4096,22,24,3,2,1024,1536,0.1791713833808899,0.47945597767829895,0.2862970232963562,0.43432560563087463
medium,43,4096,22,24,3,3,1536,2048,0.18008588254451752,0.477547824382782,0.27702319622039795,0.42756927013397217
medium,43,4096,22,24,3,4,2048,2560,0.17884887754917145,0.475591242313385,0.26985955238342285,0.4228593707084656
medium,43,4096,22,24,3,5,2560,3072,0.18042726814746857,0.47688910365104675,0.26418301463127136,0.41916629672050476
medium,43,4096,22,24,3,6,3072,3584,0.18221157789230347,0.4780138432979584,0.2578500509262085,0.41147324442863464
medium,43,4096,22,24,3,7,3584,4096,0.1825379878282547,0.47515302896499634,0.25378888845443726,0.4084621071815491
medium,43,4096,23,24,3,0,0,512,0.4177132844924927,0.3263818323612213,0.20903846621513367,0.13541927933692932
medium,43,4096,23,24,3,1,512,1024,0.397289514541626,0.3650265634059906,0.2045142501592636,0.14758753776550293
medium,43,4096,23,24,3,2,1024,1536,0.3911265432834625,0.38187330961227417,0.1981494128704071,0.15330438315868378
medium,43,4096,23,24,3,3,1536,2048,0.3838123679161072,0.39160478115081787,0.19878508150577545,0.15582194924354553
medium,43,4096,23,24,3,4,2048,2560,0.3817339241504669,0.4002508521080017,0.1966407597064972,0.159206822514534
medium,43,4096,23,24,3,5,2560,3072,0.37864458560943604,0.4031277000904083,0.1970464289188385,0.16161565482616425
medium,43,4096,23,24,3,6,3072,3584,0.37033990025520325,0.41243666410446167,0.19778959453105927,0.1656612753868103
medium,43,4096,23,24,3,7,3584,4096,0.3729563057422638,0.4124380052089691,0.1944100558757782,0.1648929864168167
